Id,VesselName,SenderName,SenderCountry,TrustedSender,RecipientName,RecipientCountry,TrustedRecipient,DeclaredContentType,OriginInspected,OriginScanned,Weight,Storaged,LeadTime,Contraband
JONQ2666820,Soluta Repellat,장 그룹,El Salvador,True,"Özdenak, Tekelioğlu and Özberk",İtalya,False,Food,False,False,6113,16,95
GOXN2493566,Est Dolore,Williamson - Hauck,Cyprus,False,贾 LLC,Mayotte,False,Manufacturing,False,False,7657,11,12
SHZU0135701,Doloremque Cum,"任, 廖 and 薛",United States of America,False,Laury Mueller,Kyrgyz Republic,True,Household,False,False,5689,0,1
WSGX4780392,Totam Necessitatibus,은주 송,Norfolk Island,False,Situmorang - Pratiwi,Israel,False,Produce,False,False,14133,26,9
ZSKA2740227,Dolore Amet,Collins Brothers,Iceland,False,Altan Akgül,Çin,False,Household,False,False,11356,6,51
HUUH2462678,Ipsam Assumenda,Пагутяк Трейд,Франція,True,渡辺 LLC,Serbia,True,Household,False,False,5461,29,36
JYQW1584268,Ad At,Smitham - Koelpin,Niue,False,Kawaca Siregar,Croatia,False,Electronics,False,False,7987,2,107
CVBH8252518,Consequatur Est,Isabella Bruen,Panama,False,"Bakker, Mulder and Willems",São Tomé en Principe,False,Household,False,True,8345,13,28
IVXT2107497,Pariatur Dolores,Amita Pradhan,Switzerland,False,Käser - Christen,South Georgia and the South Sandwich Islands,True,Electronics,False,False,7358,9,21
HFQA3095025,Aut Reprehenderit,郝 Group,Central African Republic,False,Dickinson Pty Ltd,Western Sahara,True,Electronics,False,False,8662,30,83
DDUJ3053587,Eum Molestiae,Sammy Torp,Nicaragua,False,越澤 蘇,Panama,False,Manufacturing,False,False,6664,2,31
QXJR8936825,Dolorum Officia,"Deerberg, Leiwesmeier and Krieger",Wallis und Futuna,True,Khải Hà Trương,Latvia,False,Manufacturing,False,False,10677,19,59
PGND3778834,Libero Accusantium,"Schaden, Zulauf and Koch",Montenegro,False,سالم عراقی,Honduras,False,Electronics,False,False,5416,24,95
ATNV7778980,Sapiente Consectetur,俊驰 陈,Benin,False,Olariu Inc,Turkmenistan,True,Vehicles,False,False,14078,5,16
BWJN3472048,Ipsum Et,戴 Inc,Holy See (Vatican City State),False,أسامة معروف,Guam,False,Food,False,False,12268,16,115
AFRE6951096,Distinctio Ut,Esther Santos,Iêmen,False,偉祺 王,United States Minor Outlying Islands,False,Food,False,False,6537,17,19
UPNX1628585,Inventore Error,Amit Bastola,Switzerland,False,Hương Giang Hoàng,Vatican,False,Produce,False,False,10882,22,74
RTVU3675085,Magnam Fuga,"오, 류 and 신",Norfolk Island,False,Frederico Souza,Quiribati,True,Vehicles,False,False,12968,7,102
UHOE7762509,Omnis Illo,渡辺 - 佐藤,"Virgin Islands, British",False,Michiels NV,Bangladesh,False,Manufacturing,True,False,8183,9,75
DCTG1377343,Sapiente Non,Molefe - Zuma,Australia,False,"Conn, Nienow and Keeling",Cambodia,True,Manufacturing,False,False,9930,23,97
BRKF2766648,Ea Consequatur,"Hoàng, Lâm and Đinh",Libya,False,弘文 蕭,Belize,False,Electronics,False,False,12124,0,93
ODDQ4336012,Laudantium Doloremque,心愛 中村,China,False,Johnson Group,Saint Vincent and the Grenadines,False,Vehicles,False,False,10589,19,44
FISO3318970,Soluta Quia,Uģis Niedra,Saūda Arābija,False,"Niemczyk, Zwoliński and Kapusta",Gwatemala,False,Food,False,False,10777,24,56
KLBT3313136,Officia Rerum,Bria Stanton,Tunisia,False,美咲 斎藤,Northern Mariana Islands,False,Produce,False,False,13220,16,26
LYDO6653226,Quos Explicabo,Basnet Pvt Ltd,Kenya,False,Anh Thy Bùi,Slovenia,True,Manufacturing,False,True,7439,20,84
KALT2638027,Eos Rerum,"Stewart, Lowe and O'reilly",Jersey,False,Mitchell Bailey,Solomon Islands,False,Food,False,False,8396,5,49
EVKX7063472,Magni Ut,Hugo Puente,Namibia,True,楷瑞 万,Nigeria,False,Food,False,False,7330,2,51
TGCU6216952,Non Voluptatem,Emil Borge,Philippines,False,Dhyanesh Bhat,India,False,Vehicles,False,False,14339,23,12
FHMH8843855,Aperiam Explicabo,Jackson Pty Ltd,Democratic People's Republic of Korea,False,Diễm Chi Tô,Tonga,False,Food,False,False,10814,25,108
EBHR0985167,Excepturi Ut,Nguyệt Cầm Đỗ,Fiji,False,Hegmann and Sons,French Polynesia,False,Manufacturing,False,False,8071,4,66
OBRF5259138,Sint Non,Krishna Sherpa,Brazil,False,Sanford Anderson,Swaziland,False,Electronics,False,False,9406,4,44
HYPJ8147408,Voluptatem Est,Fabiano Albuquerque,Tuvalu,False,Marpaung Tbk,Marshall Islands,False,Produce,False,False,12665,15,45
WCHO0627554,Eveniet Voluptate,"박, 장 and 송",Malta,True,Szczepański LLC,Jamajka,True,Electronics,False,False,12315,16,47
CCQU1955657,Ea Illum,语堂 钱,Turks and Caicos Islands,False,昊然 杨,Norfolk Island,True,Food,True,True,12428,28,86
LBTJ8821397,Ea Labore,지우 장,El Salvador,False,"Trịnh, Vũ and Mai",Luxembourg,False,Electronics,False,False,6649,4,66
CSLV8822829,Fugiat Sequi,煜城 吕,United States Minor Outlying Islands,True,"Subedi, Chettri and Koirala",Isle of Man,False,Household,False,False,9234,24,32
GFIS6408095,Provident Omnis,"Bhandari, Chettri and Thapa",Denmark,False,Keil - Jegorov,Tadschikistan,True,Manufacturing,False,False,12069,17,93
CRGM3350348,Voluptas Eum,Darrion Gerhold,Congo,False,Tâm Linh Hoàng,Panama,False,Manufacturing,False,False,14552,22,57
SPMC1803060,Temporibus Optio,"Lâm, Mai and Bùi",Mauritius,True,Sunita Jain,Dominica,False,Produce,False,False,11468,16,101
HXIT8741348,Aliquid Error,Santosh Baral,Jersey,False,井上 LLC,Morocco,False,Vehicles,False,False,13889,1,46
XFMT2713754,Ipsum Iusto,"Trịnh, Trần and Đỗ",Cameroon,False,Martin - Walker,Saint Pierre and Miquelon,False,Food,False,False,14668,21,110
LOVM1190007,Corrupti Voluptas,송 - 장,Uganda,True,峻熙 陈,Micronesia,False,Household,False,False,7126,2,8
DBSS2865261,Dolor Et,Jaya Kapoor,Australia,False,"Miller, Haag and Sauer",Haiti,False,Food,False,False,9870,11,87
TJTW8691662,Totam Eos,鹏 钟,United States Minor Outlying Islands,True,Phú Hưng Trịnh,Cabo Verde,False,Food,False,False,6353,19,28
XIUD5966384,Et Qui,서현 김,Gabon,False,Morten Unger,San Marino,False,Vehicles,False,False,14101,28,98
EMYN8752084,Maiores Culpa,Dario Gustafsson,Palau,False,Teodoro Robles,Albania,False,Electronics,False,False,8170,0,89
YWNS6854999,Excepturi Aut,Mai - Bùi,Ý,False,Torres - Báez,Honduras,False,Household,False,False,7189,22,38
MXWL9044937,Fuga Voluptatibus,준서 오,Suriname,False,Đào Inc,Bahrain,True,Household,False,False,9180,19,95
GQSZ0036255,Corporis Odio,류 - 박,French Southern Territories,False,გოგოლა მხეიძე,აღმოსავლეთი აფრიკა,False,Household,False,False,8007,18,109
FPUI6761983,Qui Quis,Kiều Minh Phùng,Algérie,False,"Mai, Đào and Lâm",Mông Cổ,False,Electronics,False,False,6511,16,72
XOTW4163941,Sed Tenetur,田中 - 林,South Georgia and the South Sandwich Islands,False,Gürmen - Pektemek,Lesotho,False,Produce,False,False,9570,6,35
KQFV0306622,Quisquam Qui,홍 연구소,Malawi,False,민준 임,Isle of Man,True,Electronics,False,False,5608,15,62
WRWT4014404,Illo Veniam,"Wesley, Singh and Hall",Congo,False,Shakya - Bhattarai,Iceland,False,Household,False,False,10625,10,95
XLNF4044266,Tenetur Modi,"江, 邱 and 馬",Ethiopia,False,Vilhelmīne Seržante,Surinama,False,Manufacturing,False,False,13145,25,45
QHYM9146038,Vero Quam,"Willems, Wal and Peters",Mexico,False,Sylvester Bins,Chad,False,Manufacturing,False,False,14482,24,86
JMAK7602425,Magnam Aut,海翔 高橋,Gibraltar,False,Rodriguez LLC,Solomon Islands,False,Manufacturing,False,False,13970,10,15
QIKD1843142,Ipsa Explicabo,زيد Inc,Czech Republic,False,Арина Гришина,Мьянма,False,Electronics,False,False,8230,18,49
XNEY3268405,Ipsa Pariatur,結愛 吉田,Barbados,True,دانا معروف,Guyana,False,Manufacturing,False,False,7020,20,23
ZJRS4170371,Dolorum Perspiciatis,志泽 卢,Senegal,False,斎藤 - 渡辺,Guatemala,True,Electronics,False,False,12500,26,71
WUGC0570552,Iure Harum,Ebiere Akeem-omosanya,Madagascar,False,何 Group,Argentina,False,Food,False,False,10904,3,33
KEQF1542624,Earum Expedita,강 연구소,Faroe Islands,False,莫 - 趙,Mayotte,False,Vehicles,False,False,10641,9,89
NHNO9705635,Rem Odit,Johns and Sons,Cambodia,False,"罗, 汪 and 蔡",Niger,False,Manufacturing,False,False,9865,26,43
FXMG3638370,Magnam Veniam,Štefan - Gocník,Alžírsko,False,Hardana Halim,Libyan Arab Jamahiriya,True,Vehicles,False,False,9110,23,40
HXRK5330354,Facilis Quibusdam,Wahyudin - Mayasari,Tokelau,False,Hương Thảo Ngô,Sierra Leone,True,Food,False,False,9869,30,120
HFQX4797203,Nulla Cupiditate,Motchebon OHG,Indonesien,False,Kailee Dickens,Pitcairn Islands,False,Produce,False,False,9938,3,34
XVKL1713005,Ut Odio,心愛 山口,Poland,False,민재 송,Slovakia (Slovak Republic),False,Electronics,False,False,11035,24,66
ATAW8062016,Est Necessitatibus,ჭიორელი - პარეხელაშვილი,პაკისტანი,False,"Trịnh, Hoàng and Lý",Togo,False,Manufacturing,False,False,8513,20,99
SPRV4355463,Ducimus Vel,瑞霖 閻,Trinidad and Tobago,False,汪 - 王,Togo,False,Electronics,False,False,5408,7,20
CBVP7181426,Aspernatur Aut,Novitasari - Utami,Kazakhstan,True,서연 오,Holy See (Vatican City State),False,Vehicles,False,False,7626,7,26
YHGC7623275,Cumque Expedita,黎昕 魏,Albania,False,Rana Limited,Central African Republic,True,Produce,False,False,6758,13,102
QOGU8677414,Est Rem,Kailyn Lockman,Morocco,True,Sherpa - KC,San Marino,False,Manufacturing,False,False,14460,22,102
QXKQ3421241,Voluptatem Non,何 - 丁,Brunei Darussalam,True,"秦, 秦 and 陶",United States of America,False,Vehicles,False,False,6084,3,120
CLBC4748317,Temporibus Ipsam,Liên Trân Dương,Estonia,False,Jack Dickinson,Bhutan,False,Produce,False,False,11955,20,89
IWFF9987777,Rerum Eius,Lakshmidhar Shah,Tunisia,False,"Graham, Moss and Cronin",Niue,False,Electronics,False,False,12994,25,91
VVXI7358648,Ipsam Dolor,Giovanni Johansson,Swaziland,False,Grant CC,Finland,False,Household,False,False,6993,7,34
RHZY6834781,Fugiat Autem,Ngọc Uyên Trương,Costa Rica,True,은주 최,Suriname,False,Vehicles,False,False,5866,10,73
ILOT5591124,Natus Et,أروى فريد,Argentina,False,Koss - Wilderman,Denmark,False,Household,False,False,11156,9,57
MFRI6915443,Illum Vel,Kimberly Botello,República Dominicana,False,"Hariyah, Anggraini and Purnawati",Singapore,False,Food,False,False,7876,26,3
RZFK3769579,Maiores Voluptatem,"최, 강 and 이",Barbados,False,"Waters, Mitchell and Schamberger",Republic of Korea,False,Household,False,False,5537,9,15
XPLR5106174,Ut Et,"程, 廖 and 龚",Cayman Islands,False,"渡辺, 高橋 and 高橋",Azerbaijan,False,Manufacturing,False,False,7358,24,7
GAZP7010781,Eos Sit,"Abernathy, Medhurst and Abernathy",Albania,True,Việt Thi Vương,Belize,False,Food,False,False,10404,22,65
TCGV6152786,In Quas,"Hauck, Abshire and McDermott",Panama,False,Nasyiah Tbk,Pitcairn Islands,False,Electronics,False,False,12255,1,66
NWCL2726922,Corrupti Corrupti,Malachi Schuppe,Chile,False,楷瑞 潘,Saint Martin,False,Produce,False,False,13313,12,100
DQHX0677744,Sed Aut,Bianka Kirlin,Tuvalu,True,Antonio Humbert,Kuba,False,Vehicles,False,False,12662,20,45
WFAN9086455,Est Illo,远航 徐,Singapore,False,Benjamin Parker,"Virgin Islands, U.S.",False,Manufacturing,False,False,14600,22,0
IEFU6016358,Reprehenderit Adipisci,KC Limited,Croatia,False,Hailey Hermann,Sierra Leone,False,Vehicles,False,False,9416,27,80
VAZM7408394,Mollitia Sed,文博 林,Turks and Caicos Islands,False,Valeria Peralta,Nauru,True,Household,False,False,6992,11,31
ERZS5037098,Aut Culpa,Aiden King,Ukraine,False,"鈴木, 高橋 and 吉田",Togo,False,Food,False,False,10617,21,91
AWEJ6418623,Natus Sequi,"신, 박 and 오",Andorra,False,中村 - 松本,Norfolk Island,False,Vehicles,False,False,7212,8,45
VEIE0778458,Itaque Magnam,زيد - طارق,Marshall Islands,False,Varma Pvt Ltd,Maldives,False,Manufacturing,False,False,9898,13,54
DVVM3090536,Qui Illo,"Ефремова, Гришина and Одинцов",Кот-д'Ивуар,True,서윤 홍,Syrian Arab Republic,True,Food,False,False,6644,16,80
AWYA6723707,Non Non,Tăng - Phan,Brunei,False,Addison Gleason,Argentina,False,Household,False,False,8110,5,108
FDDJ9443767,Aut Est,Heidi Kemmer,Argentina,False,Muinat - Latifat,Somalia,False,Food,False,False,13820,9,31
RHIY0161784,Possimus Aperiam,Krishna Raut,Saint Lucia,False,Utami - Manullang,Sierra Leone,False,Vehicles,False,False,7356,30,89
JHHY3616772,Omnis Excepturi,지우 박,Zambia,False,Ghale Group,Uganda,True,Produce,False,False,14206,30,108
SLZT8797326,Voluptatum Quo,수빈 정,Guam,False,Saraswati Panicker,Gabon,False,Produce,False,False,13737,13,46
ORXY5080648,Est Dolorum,"Guneta, Achari and Gowda",Gibraltar,False,Sương Sương Bùi,Guinée,True,Electronics,True,True,13627,16,78
EZYJ7129102,Eius Harum,松本 and Sons,Trinidad and Tobago,False,"Sherpa, Basynat and Dhakal",Monaco,False,Electronics,False,False,7683,5,15
KVEK0424530,Voluptatem Autem,Mikayla Kris,Seychelles,False,"Pirvu, Antal and Preda",Angola,False,Food,False,False,6740,15,86
GTLS7414099,Facere Vero,오 코리아,Grenada,True,Robin Martens,Saint Martin,False,Manufacturing,False,False,13093,28,102
TDMV4762090,Soluta Doloremque,楊 and Sons,Morocco,False,Tyler Leffler,Turks and Caicos Islands,False,Electronics,False,False,7724,15,29
LCKY2741406,Ab Ullam,煜城 孔,Finland,False,Abacı - Aybar,Özbekistan,False,Electronics,False,False,7006,7,112
JLKU6765788,Et Et,오 - 서,Albania,False,"Saraiva, Souza and Souza",Azerbaijão,False,Electronics,False,False,9029,24,6
TDWU1494635,Non Accusantium,越彬 熊,Poland,True,"Ngô, Phan and Trương",Panama,False,Manufacturing,False,False,14634,15,26
QSER1565847,Aut Totam,Ines Gielen,Luxembourg,False,博超 劉,Mauritania,False,Produce,False,False,5872,24,100
KMDO9033704,Est Odit,"曾, 刘 and 张",Bosnia and Herzegovina,False,Baca - Enríquez,Macedonia,True,Manufacturing,False,False,14612,0,35
UYTL1692575,Eos Tempora,曾 LLC,South Georgia and the South Sandwich Islands,False,心愛 中村,Algeria,False,Electronics,False,False,11795,30,103
YYCO0209212,Sit Quisquam,"강, 송 and 서",Holy See (Vatican City State),False,太一 田中,Benin,True,Vehicles,False,False,13714,10,87
RGOD4705493,Sed Adipisci,"胡, 洪 and 覃",Western Sahara,False,"Dubashi, Chaturvedi and Kakkar",Dominican Republic,False,Food,False,False,12623,29,12
KTWN4776607,Et Est,Liam Grant,Jordan,False,Bankole Ayomide,Denmark,False,Food,False,False,11111,22,69
DEFW4774528,Veniam Iure,지후 신,Pitcairn Islands,False,Krishna Koirala,Bosnia and Herzegovina,False,Vehicles,False,False,11872,18,18
XYXI5286679,Non Rerum,莫 Inc,Western Sahara,True,Phượng Lệ Vương,Azerbaijan,False,Produce,False,False,5555,2,10
ADLV9136921,Maxime Veniam,Maeve Kulas,Saint Vincent and the Grenadines,False,"Pedersen, Østli and Ryan",Kiribati,False,Vehicles,False,False,10746,4,70
SOLW6811791,Veritatis Quos,燁偉 吳,Botswana,True,شيماء إيهاب,Indonesia,False,Electronics,False,False,14967,20,74
XXHP7400631,Quod Accusamus,Bina Hamal,Dominican Republic,False,山本 - 井上,Syrian Arab Republic,False,Electronics,False,False,9477,24,36
XABG2030269,Eos Voluptates,Koby Casper,Niger,False,Albert Pflieger,Nördliche Marianen,True,Food,True,True,9961,27,113
DLZY4205531,Officia Velit,哲瀚 田,Ireland,False,"郝, 张 and 石",Singapore,False,Produce,False,False,5274,26,36
RAOY5432521,Omnis Maxime,"Achari, Mahajan and Arora",Spain,False,"Коров’як, Тарасюк and Сучак",Німеччина,False,Electronics,False,False,5161,23,40
GOUI7996655,Ea Est,Dabukke Tbk,Albania,False,예준 최,Cyprus,True,Vehicles,False,False,5884,20,60
NQFG8285600,Quos Ipsam,Aslijan Sihotang,Gambia,False,지후 오,Ukraine,False,Household,False,True,5896,11,37
YTVD5159257,Rerum Corrupti,Nico Zimmer,Gabun,True,子騫 韋,Zimbabwe,True,Vehicles,False,False,10763,10,116
TTGH5553032,Accusamus Sunt,美羽 中村,Gabon,False,Gowda Ltd,Wallis and Futuna,False,Electronics,False,False,14215,11,104
QBPQ6488677,Reprehenderit Id,"윤, 이 and 이","Virgin Islands, U.S.",False,"Acosta, Abrego and Roybal",Hong Kong,True,Food,False,False,7091,1,40
UQNU0770825,Voluptatum Cumque,Gyawali Pvt Ltd,Grenada,False,木村 LLC,French Southern Territories,True,Produce,False,False,9832,29,104
GWUX8665100,Cum Officia,오 게임즈,Azerbaijan,False,Yuni Laksita,Nauru,False,Manufacturing,False,False,6566,25,91
HUPR7840023,Rerum Optio,皓軒 姜,Dominican Republic,True,"Wood, Robertson and Edwards",Congo,False,Produce,False,False,14344,2,6
BWCG8369312,Sit Omnis,Johannes Wal,Luxemburg,False,김 연구소,Timor-Leste,False,Manufacturing,False,False,8690,29,72
EQUI4716024,Et Ut,Emma Jong,St. Maarten,False,Lourdes Macías,Papúa Nueva Guinea,True,Electronics,False,False,12645,24,40
RGYY4888114,Voluptas Mollitia,Agnes Zulaika,Lebanon,False,안 연구소,Burkina Faso,False,Produce,False,False,10983,1,85
VTRF1324509,Et Velit,越彬 袁,Cameroon,False,"Bīriņš, Blekte and Vecumnieks",Latvija,False,Manufacturing,False,False,7269,13,61
TUXT0894629,Eligendi Sed,佐々木 Group,Algeria,False,Leonardo Juárez,Paraguay,False,Household,False,False,10920,4,6
KKRX9560472,Sapiente Quas,Kinnunen Group,Pakistan,True,中村 Inc,Philippines,True,Produce,False,False,13235,25,101
GZBG8284465,Quae Fuga,加藤 - 渡辺,Antarctica (the territory South of 60 deg S),False,"Feest, Wisozk and Rolfson",Greenland,True,Manufacturing,False,False,13196,9,117
CDWI9288705,Assumenda Dolorem,俊馳 賴,Namibia,False,Hartmann - Parker,Djibouti,False,Food,False,False,11598,3,38
ZRGL7257524,Ut Assumenda,Αντωνοπούλου - Παπαντωνίου,Norway,False,海翔 井上,Iran,False,Vehicles,False,False,10379,15,101
EYKP2159025,Quidem Occaecati,Haryanti Tbk,New Caledonia,True,"Mazzocchi, De Palma and Pivetta",Grenada,False,Household,False,False,13310,11,0
ANPT3889338,Minima Blanditiis,"山本, 清水 and 山田",Tunisia,False,건우 류,Saint Pierre and Miquelon,True,Manufacturing,False,False,9944,14,7
AIHW9160466,Architecto Et,木村 Inc,Rwanda,False,"Patel, Mishra and Banerjee",Bahamas,False,Household,False,False,12919,9,93
QKKX5051749,Sint Quod,高橋 LLC,Palau,False,陽翔 佐々木,Colombia,True,Manufacturing,False,False,6331,15,36
HGKH9574435,Vel Sint,"Hồ, Trương and Vũ",Paraguay,False,"زيد, حسن and ربيع",Vanuatu,False,Vehicles,False,False,12944,11,112
ONIP6274202,Ex Corporis,立輝 黎,Burkina Faso,True,지훈 한,Gibraltar,False,Household,False,False,5842,3,114
JGGV8901441,Et Laudantium,崔 - 嚴,Faroe Islands,True,"Đỗ, Hồ and Ngô",São Tomé và Príncipe,False,Manufacturing,False,False,10617,26,34
ZZOY9245054,Numquam Odit,류 전자,Haiti,True,"任, 薛 and 呂",Madagascar,True,Manufacturing,False,False,8696,23,1
CTOY1517209,Repellat Soluta,Terzo Schiavi,Albania,False,Anusuya Namboothiri,Uruguay,False,Electronics,False,False,11712,28,116
TDPF2298931,Nihil Accusantium,"Reddy, Kakkar and Guneta",Malawi,False,"Vũ, Đoàn and Phùng",Sénégal,False,Electronics,False,False,12452,28,42
ODWZ6467612,Recusandae Qui,Emilia Jabłoński,Rwanda,True,胤祥 邱,Mexico,True,Vehicles,False,False,6538,11,96
YZSM1123225,Quos Impedit,鄭 - 邵,Gambia,False,愛菜 鈴木,Singapore,False,Electronics,False,False,10303,15,19
QKJZ9433833,Perspiciatis Aut,"Busari, Balogun and Abiodun",Benin,False,"曹, 曹 and 许",Faroe Islands,False,Produce,False,False,13147,9,114
IWXG9026719,Non Mollitia,Diệu Linh Bùi,Venezuela,True,Kilback - Konopelski,Haiti,True,Food,False,False,12896,7,64
NZTJ3112910,Rerum Et,龍 - 羅,Venezuela,True,Aarav Basynat,Argentina,False,Produce,False,False,5142,29,32
UCMV0247708,Et Cupiditate,致遠 雷,American Samoa,False,袁 - 朱,Oman,False,Manufacturing,False,False,13553,24,13
KAIK9156320,Dignissimos Doloribus,Hubert Schär,Grenada,False,Günday - Velioğlu,İzlanda,False,Manufacturing,False,False,8527,21,77
NZGC8251578,Vel Ipsum,إيهاب Group,Saint Barthelemy,False,Niroula - Magar,Aruba,True,Produce,False,False,13268,15,24
NTGQ4076406,At Qui,"جابر‌, حسن and عراقی",Lesotho,False,佐藤 - 斎藤,Lao People's Democratic Republic,False,Vehicles,False,True,10037,1,101
TNXY4497204,Dolorem Quia,کدیور - قاضی,جمهوری کنگو,False,Monahan Corp,Democratic People's Republic of Korea,True,Manufacturing,True,True,12149,15,33
JOBI1938560,Et Eius,"Toy, Morissette and Harris",Malaysia,False,송 - 최,Chad,False,Electronics,False,False,9926,5,117
ODNM4064274,Et Autem,Arijit Shakya,Nauru,False,أمجد - طارق,Ireland,False,Manufacturing,False,False,13526,17,6
RVOK6913525,Laborum Perspiciatis,Deven Dwivedi,Brazil,False,민서 강,Madagascar,False,Electronics,False,False,5497,30,113
CLYY6002963,Pariatur Non,Katunkız Babaoğlu,Belçika,False,峻熙 任,"Virgin Islands, U.S.",False,Manufacturing,False,False,11354,17,98
JBTR6627667,Optio Quia,Thompson Partners,Micronesia,True,Verniest AG,Guatemala,False,Electronics,False,False,5634,22,95
UGBB9985884,Aut Fugiat,"서, 홍 and 한",Bermuda,False,Okur - Erbay,Singapur,True,Food,False,False,13940,7,95
LPUA5715861,Nihil Illum,鵬濤 蘇,Oman,False,Halima Mulyani,Sierra Leone,False,Electronics,False,False,7286,7,55
RUQD0697996,Dolore Aut,Sauer - Richards,Vanuatu,False,孔 LLC,Jordan,True,Electronics,False,False,12145,0,66
